Flagellin_ID	Phylum	Class	Order	Family	Genus	Species	Predicted_v1	Experimental	Predicted_v3
CDB68961_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:252	silent	not_checked	silent
DAA90084_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_5	non-silent	not_checked	active
RHN04193_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	non-silent	not_checked	active
CUQ76808_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira pectinoschiza	non-silent	not_checked	active
WP_118669179_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. TF08-15	non-silent	not_checked	active
CDA38946_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium eligens CAG:72	silent	not_checked	silent
WP_015568621_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_055195722_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	non-silent	not_checked	active
RHE97553_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
RGQ46029_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	silent	silent	silent
WP_118392529_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	silent	active	active
WP_118009072_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
ACR71277_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
WP_118587311_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
CUN69481_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	non-silent	not_checked	active
CDC99374_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:91	silent	active	silent
WP_072280274_1	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	non-silent	not_checked	NA
RHP09176_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF36-18BH	silent	not_checked	silent
WP_118097476_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	non-silent	not_checked	active
CDA24588_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:197	non-silent	not_checked	NA
DAA87306_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_3	non-silent	not_checked	active
AEN95260_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	non-silent	not_checked	active
RGK39271_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RGR69269_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
RHK54869_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
WP_005604811_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	non-silent	not_checked	NA
RGR63476_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RHG20714_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RHV20247_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OM05-6BH	non-silent	not_checked	active
OKZ71988_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium 41_12_two_minus	non-silent	not_checked	active
RGN25929_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
CBK91820_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	silent	not_checked	active
RGS65264_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
RHP37862_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF34-10BH	non-silent	not_checked	active
DAB10284_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_15	non-silent	not_checked	active
WP_117551770_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM34-11AC	non-silent	not_checked	active
EHO24191_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae bacterium	Lachnospiraceae bacterium 7_1_58FAA	non-silent	not_checked	active
RGT76160_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_118558987_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AM59-24XD	non-silent	not_checked	active
EFF67300_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	non-silent	not_checked	active
DAB09406_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_13	non-silent	not_checked	active
RHV45722_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae bacterium	Lachnospiraceae bacterium OM04-12BH	silent	not_checked	active
CUN67828_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	non-silent	not_checked	active
WP_118744549_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM27-31LB	non-silent	not_checked	active
OLA74188_1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CAG:196_36_41	non-silent	not_checked	active
WP_118375658_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_117919072_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RGW31157_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OLA53353_1	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:65_45_313	silent	active	silent
RGF56945_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF36-4	silent	evader	silent
CCZ90145_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:167	non-silent	not_checked	active
RGN25016_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RHT20893_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM34-9AC	silent	not_checked	silent
OKZ74731_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium 36_14	non-silent	not_checked	active
SFE28079_1	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rogosae	non-silent	not_checked	active
RGR52291_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
CDA55210_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis CAG:13	silent	not_checked	silent
DAB01976_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_11	non-silent	not_checked	active
CBK93233_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
CBK90536_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RHD38493_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OLA15697_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. 41_20	non-silent	not_checked	active
RHI25448_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
SQR76207_1	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	non-silent	not_checked	active
WP_117718011_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_118202691_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
CDD75417_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:62	non-silent	not_checked	active
RHU74157_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. TF01-11	non-silent	not_checked	active
WP_055216154_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
RHP98655_1	Firmicutes	-	-	-	-	Firmicutes bacterium AM59-13	silent	silent	silent
OLA60374_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:10041_57	non-silent	evader	active
RHP94982_1	Firmicutes	-	-	-	-	Firmicutes bacterium AM59-13	non-silent	not_checked	active
DAB06650_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_13	non-silent	not_checked	active
OLA67494_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
KGF54300_1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	non-silent	not_checked	active
WP_108981172_1	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	non-silent	not_checked	active
WP_118692052_1	Firmicutes	-	-	-	-	Firmicutes bacterium OM08-11AC	non-silent	active	active
CDB00013_1	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:65	non-silent	silent	active
CUN28412_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	silent	not_checked	silent
CDA99895_1	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:65	silent	silent	silent
ANU41778_1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	non-silent	not_checked	active
CBL40883_1	Firmicutes	Clostridia	Clostridiales	-	-	butyrate-producing bacterium SS3/4	non-silent	not_checked	active
OLA08103_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. 45_250	non-silent	not_checked	active
CUQ79390_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
CCX84539_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:86	non-silent	not_checked	active
RGT84019_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
RHG24941_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	active	active
WP_118041780_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	non-silent	not_checked	active
WP_055170514_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
WP_118209975_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AM23-20	silent	not_checked	silent
WP_117627148_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	non-silent	not_checked	active
RGZ87271_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OLA55354_1	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:65_45_313	non-silent	not_checked	active
OLA60371_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:10041_57	non-silent	evader	active
WP_054339582_1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	non-silent	not_checked	active
WP_118203859_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
RHP79636_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AM59-24XD	non-silent	not_checked	active
RGS38368_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	silent	silent	silent
RHI23724_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_117477877_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF36-4	non-silent	not_checked	active
ADF57343_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
CCZ43036_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:122	silent	silent	silent
RGR66459_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	non-silent	not_checked	active
CCZ04080_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:603	non-silent	not_checked	active
CUM77966_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_118508186_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM49-4BH	non-silent	not_checked	active
WP_118083462_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_118342814_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
SCJ67967_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	uncultured Eubacterium sp.	non-silent	not_checked	active
WP_055238440_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OKZ83622_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 44_14	non-silent	not_checked	active
SCH11803_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	uncultured Clostridium sp.	silent	not_checked	silent
PWM05238_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium	non-silent	not_checked	NA
CUN91492_1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	non-silent	not_checked	active
WP_118190894_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	active	active
RHV09271_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OM05-9BH	non-silent	not_checked	active
WP_024723289_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium VE202-03	non-silent	not_checked	active
CCZ89920_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:167	silent	silent	silent
RHL08060_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OLA77709_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. CAG:197_41_10	silent	silent	silent
WP_024724909_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium VE202-03	non-silent	not_checked	active
DAB13986_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_18	non-silent	not_checked	active
WP_118326951_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
EGN31079_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae bacterium	Lachnospiraceae bacterium 1_4_56FAA	non-silent	not_checked	active
WP_118370628_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
OKZ67639_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium 36_14	non-silent	not_checked	NA
EDP15200_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	non-silent	not_checked	active
RGT49373_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
RHL31113_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
WP_118392105_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
CUO97117_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
EFC98669_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	non-silent	not_checked	active
WP_027640936_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis	non-silent	not_checked	active
RGF57015_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AF34-16	non-silent	not_checked	active
WP_117780849_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:127	non-silent	evader	silent
EGN31080_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae bacterium	Lachnospiraceae bacterium 1_4_56FAA	non-silent	not_checked	active
RHE92765_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	silent	evader	silent
RHQ50116_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AF25-13LB	non-silent	not_checked	active
DAA84775_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_3	non-silent	not_checked	active
CDB69440_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:252	non-silent	not_checked	active
WP_055287094_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira eligens	non-silent	not_checked	active
RHC55557_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	non-silent	not_checked	active
PWL95433_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae bacterium	Lachnospiraceae bacterium	non-silent	not_checked	active
AAA26411_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia cecicola	non-silent	not_checked	active
RHD89545_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	not_checked	active
DAB13104_1	Candidatus Melainabacteria	-	Candidatus Gastranaerophilales	-	-	Candidatus Gastranaerophilales bacterium HUM_16	non-silent	not_checked	active
PWM04712_1	Firmicutes	Clostridia	Clostridiales	-	-	Clostridiales bacterium	silent	silent	silent
WP_009296908_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 7_3_54FAA	non-silent	not_checked	active
CCZ91212_1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:167	non-silent	not_checked	active
RGW88779_1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens	silent	not_checked	silent
WP_117685351_1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	non-silent	active	active
